,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state,build year,epc,url
9,Mechelen,Appartement,,167200,notariale,3,70,0,0,0,True,20,0,,,,2,0,old,1977,194,https://www.zimmo.be/fr/mechelen-2800/a-vendre/appartement/JWNSK/
0,,Bien professionnel,Espace de bureaux,,notariale,0,516,0,0,0,,,0,,,379,4,0,old,2019,,https://www.zimmo.be/fr/boom-2850/a-vendre/bien-professionnel/JI57L/
1,,Bien professionnel,Espace de bureaux,,notariale,0,442,0,0,0,,,0,,,379,4,0,old,2019,,https://www.zimmo.be/fr/boom-2850/a-vendre/bien-professionnel/JI57I/
2,,Bien professionnel,Espace de bureaux,,notariale,0,467,0,0,0,,,0,,,379,4,0,old,2019,,https://www.zimmo.be/fr/boom-2850/a-vendre/bien-professionnel/JI57J/
3,,Bien professionnel,Espace de bureaux,,notariale,0,514,0,0,0,,,0,,,379,4,0,old,2019,,https://www.zimmo.be/fr/boom-2850/a-vendre/bien-professionnel/JI57K/
4,Lint,Garage,Carport,17250.0,notariale,0,,0,0,0,,,0,,,,,0,old,2019,,https://www.zimmo.be/fr/lint-2547/a-vendre/garage/JHYRS/
5,Antwerpen,Maison,,488000.0,notariale,4,78,0,0,0,,,1,,,,3,0,,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/maison/JHU4W/
6,Lier,Bien professionnel,Bâtiment commercial,270000.0,notariale,0,160,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/lier-2500/a-vendre/bien-professionnel/JHR81/
7,Bornem,Maison,,595000.0,notariale,5,145,0,0,0,True,50,1,,,,2,0,old,2019,,https://www.zimmo.be/fr/bornem-2880/a-vendre/maison/JHPVY/
8,Boechout,Garage,Place de stationnement,15490.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/boechout-2530/a-vendre/garage/JHL14/
9,Boechout,Garage,Place de stationnement,15200.0,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/boechout-2530/a-vendre/garage/JHL15/
0,Puurs,Appartement,,336326,notariale,3,77,0,0,0,True,23,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZV5/
1,Puurs,Appartement,,317129,notariale,3,40,0,0,0,True,90,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVK/
2,Puurs,Appartement,,412158,notariale,4,90,0,0,0,True,80,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZV7/
3,Puurs,Appartement,,376098,notariale,3,60,0,0,0,True,80,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVB/
4,Puurs,Appartement,,412741,notariale,4,02,0,0,0,True,70,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVC/
5,Puurs,Appartement,,381657,notariale,3,58,0,0,0,True,20,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVD/
6,Puurs,Appartement,,287539,notariale,3,36,0,0,0,True,50,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVM/
7,Puurs,Appartement,,396282,notariale,5,42,0,0,0,True,12,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZV6/
8,Puurs,Appartement,,328272,notariale,3,26,0,0,0,True,80,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVG/
9,Puurs,Appartement,,315215,notariale,3,12,0,0,0,True,70,0,,,,4,0,,,,https://www.zimmo.be/fr/puurs-2870/a-vendre/appartement/JXZVI/
0,Mol,Maison,,288777,notariale,4,,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/mol-2400/a-vendre/maison/JXST6/
1,Rumst,Maison,,440000,notariale,6,244,0,0,0,,,1,,,,3,0,,1954,247,https://www.zimmo.be/fr/rumst-2840/a-vendre/maison/JXSQ5/
2,Dessel,Maison,Maison unifamiliale,229000,notariale,3,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/dessel-2480/a-vendre/maison/JXSRQ/
3,Dessel,Maison,Maison unifamiliale,307805,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/dessel-2480/a-vendre/maison/JXSRF/
4,Dessel,Maison,Maison unifamiliale,264400,notariale,3,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/dessel-2480/a-vendre/maison/JXSQ7/
5,,Projet,,238500,notariale,0,,0,0,0,,,0,,,,,0,,2021,,https://www.zimmo.be/fr/antwerpen-2020/a-vendre/projet-immobilier/10045YI/
6,Antwerpen,Maison,,1950000,notariale,10,550,0,0,0,,,1,,,,2,0,,1904,203,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/maison/JXSPW/
7,Mol,Maison,,310000,notariale,4,,0,0,0,,,1,,,,4,0,,1997,266,https://www.zimmo.be/fr/mol-2400/a-vendre/maison/JVXZ3/
8,Brecht,Maison,Villa-Manoir,459000,notariale,3,,0,0,0,,,0,,,,,0,,1973,193,https://www.zimmo.be/fr/brecht-2960/a-vendre/maison/JXSPR/
9,Merksem,Appartement,,199500,notariale,4,75,0,0,0,,,0,,,,2,0,,,178,https://www.zimmo.be/fr/merksem-2170/a-vendre/appartement/JXSO3/
0,Antwerpen,Appartement,,549000.0,notariale,4,192,0,0,0,,,0,192,,,2,0,old,1926,192,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JV2YR/
1,Antwerpen,Bien professionnel,Bâtiment commercial,710000.0,notariale,0,350,0,0,0,,,0,,,,,0,,,217,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/bien-professionnel/JV2Y5/
2,Borgerhout,Appartement,,175000.0,notariale,4,107,0,0,0,,,0,,,,2,0,old,2012,,https://www.zimmo.be/fr/borgerhout-2140/a-vendre/appartement/JV2XX/
3,Deurne,Appartement,,195000.0,notariale,5,80,0,0,0,True,5,0,,,143,2,0,old,1975,144,https://www.zimmo.be/fr/deurne-2100/a-vendre/appartement/JV2WA/
4,Deurne,Bien professionnel,Bien commercial,160000.0,notariale,0,95,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/deurne-2100/a-vendre/bien-professionnel/JV2RA/
5,Westerlo,Maison,,395000.0,notariale,5,98,0,0,0,,,0,,,640,4,0,old,1973,253,https://www.zimmo.be/fr/westerlo-2260/a-vendre/maison/JV2QA/
6,Bornem,Maison,Maison unifamiliale,299000.0,notariale,6,171,0,0,0,True,9,0,,,325,3,0,old,2015,127,https://www.zimmo.be/fr/bornem-2880/a-vendre/maison/JV2OX/
7,Wiekevorst,Maison,Ferme,325000.0,notariale,5,,0,0,0,,,1,,,000,4,0,old,1910,955,https://www.zimmo.be/fr/wiekevorst-2222/a-vendre/maison/JV2JC/
8,,Bien professionnel,Bâtiment d’entreprise,,notariale,0,,0,0,0,,,0,,,663,,0,,,,https://www.zimmo.be/fr/onze-lieve-vrouw-waver-2861/a-vendre/bien-professionnel/JV2GF/
9,Hoboken,Appartement,,165000.0,notariale,4,85,0,0,0,,,0,,,,,0,,,329,https://www.zimmo.be/fr/hoboken-2660/a-vendre/appartement/JV2AA/
0,Berchem,Bien professionnel,Complexe de bureaux,1685000,notariale,3,,0,0,0,,,1,,,,,0,new,1945,,https://www.zimmo.be/fr/berchem-2600/a-vendre/bien-professionnel/JXD87/
1,Muizen,Maison,,369000,notariale,4,124,0,0,0,,,0,,,,,0,old,2021,,https://www.zimmo.be/fr/muizen-2812/a-vendre/maison/JXD7W/
2,Muizen,Maison,,365000,notariale,4,124,0,0,0,,,0,,,,,0,old,2021,,https://www.zimmo.be/fr/muizen-2812/a-vendre/maison/JXD7R/
3,Muizen,Appartement,Attique,248000,notariale,2,71,0,0,0,,,0,,,,,0,old,2021,,https://www.zimmo.be/fr/muizen-2812/a-vendre/appartement/JXD7P/
4,Berchem,Bien professionnel,Commerce,375000,notariale,0,200,0,0,0,,,0,,,,3,0,,,,https://www.zimmo.be/fr/berchem-2600/a-vendre/bien-professionnel/JXD6X/
5,Boom,Maison,,378000,notariale,5,219,0,0,0,,,0,,,160,3,0,old,2021,,https://www.zimmo.be/fr/boom-2850/a-vendre/maison/JXD7B/
6,Berlaar,Maison,,419000,notariale,4,66,0,0,0,True,50,1,,,476,4,0,old,1975,388,https://www.zimmo.be/fr/berlaar-2590/a-vendre/maison/JXD4P/
7,Herenthout,Appartement,,277700,notariale,3,103,0,0,0,True,9,0,,,,,0,,,,https://www.zimmo.be/fr/herenthout-2270/a-vendre/appartement/JXD58/
8,Herenthout,Appartement,Duplex,338600,notariale,4,124,0,0,0,True,34,0,,,,,0,,,,https://www.zimmo.be/fr/herenthout-2270/a-vendre/appartement/JXD56/
9,Herenthout,Appartement,,222200,notariale,2,73,0,0,0,True,7,0,,,,,0,,,,https://www.zimmo.be/fr/herenthout-2270/a-vendre/appartement/JXD57/
0,Berchem,Terrain,Terrain à bâtir,675000,notariale,3,125,0,0,0,,,0,,,700,2,0,new,1963,119,https://www.zimmo.be/fr/berchem-2600/a-vendre/terrain/JVB1T/
1,Grobbendonk,Maison,Villa,1175000,notariale,8,306,0,0,0,,,1,240,334,574,,0,old,2021,,https://www.zimmo.be/fr/grobbendonk-2280/a-vendre/maison/JVAZ3/
2,Turnhout,Maison,,425000,notariale,5,297,0,0,0,,,1,185,660,845,3,0,old,1957,678,https://www.zimmo.be/fr/turnhout-2300/a-vendre/maison/JVAZ2/
3,Balen,Maison,Maison unifamiliale,369000,notariale,5,232,0,0,0,,,1,,,224,4,0,old,1984,278,https://www.zimmo.be/fr/balen-2490/a-vendre/maison/JVAWP/
4,Geel,Appartement,,184000,notariale,3,94,0,0,0,,,0,,,,,0,old,1978,193,https://www.zimmo.be/fr/geel-2440/a-vendre/appartement/JVATT/
5,Meerhout,Maison,,235000,notariale,3,,0,0,0,,,0,189,,,,0,old,1950,591,https://www.zimmo.be/fr/meerhout-2450/a-vendre/maison/JVATF/
6,Antwerpen,Appartement,,310000,notariale,2,74,0,0,0,,,1,,,,,0,,,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JVARY/
7,Onze-Lieve-Vrouw-Waver,Appartement,,215000,notariale,2,65,0,0,0,,,0,,,,2,0,old,2016,111,https://www.zimmo.be/fr/onze-lieve-vrouw-waver-2861/a-vendre/appartement/JVAQ6/
8,Antwerpen,Appartement,,269000,notariale,4,94,0,0,0,True,6,0,,,,2,0,new,1966,167,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JVAFC/
9,Olmen,Terrain,,133000,notariale,0,,0,0,0,,,0,,,713,,0,,,,https://www.zimmo.be/fr/olmen-2491/a-vendre/terrain/JVACI/
0,Merksem,Appartement,,249000.0,notariale,4,92,0,0,0,,,0,,,,,0,old,1965,538,https://www.zimmo.be/fr/merksem-2170/a-vendre/appartement/JWIAK/
1,Terhagen,Maison,,349900.0,notariale,5,200,0,0,0,,,1,,,,,0,,,153,https://www.zimmo.be/fr/terhagen-2840/a-vendre/maison/JWI9K/
2,Niel,Maison,Autre,179990.0,notariale,4,100,0,0,0,,,0,,,,3,0,,1900,164,https://www.zimmo.be/fr/niel-2845/a-vendre/maison/JWI8Z/
3,,Appartement,,,notariale,4,17,0,0,0,True,61,1,,,17,,0,old,2018,,https://www.zimmo.be/fr/antwerpen-2050/a-vendre/appartement/JWI0K/
4,Antwerpen,Appartement,,200000.0,notariale,3,20,0,0,0,,,0,,,20,,0,old,2022,,https://www.zimmo.be/fr/antwerpen-2050/a-vendre/appartement/JWI0O/
5,,Appartement,,,notariale,4,50,0,0,0,True,47,1,,,50,,0,old,2018,,https://www.zimmo.be/fr/antwerpen-2050/a-vendre/appartement/JWI0L/
6,Antwerpen,Appartement,,210000.0,notariale,3,20,0,0,0,,,0,,,20,,0,old,2022,,https://www.zimmo.be/fr/antwerpen-2050/a-vendre/appartement/JWI0N/
7,Hemiksem,Maison,,339000.0,notariale,3,,0,0,0,,,0,,,30,2,0,,,,https://www.zimmo.be/fr/hemiksem-2620/a-vendre/maison/JWI0P/
8,Hemiksem,Maison,,361000.0,notariale,3,,0,0,0,,,0,,,150,2,0,,,,https://www.zimmo.be/fr/hemiksem-2620/a-vendre/maison/JWI0Q/
9,Antwerpen,Appartement,,270000.0,notariale,3,87,0,0,0,,,0,,,87,,0,old,2022,,https://www.zimmo.be/fr/antwerpen-2050/a-vendre/appartement/JWI0M/
0,Turnhout,Appartement,,175000,notariale,1,70,0,0,0,True,5,0,,,,,0,new,,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNLG/
1,Turnhout,Appartement,Serviceflat,285000,notariale,1,90,0,0,0,True,10,0,,,,,0,old,2010,147,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNJF/
2,Turnhout,Appartement,Serviceflat,360000,notariale,2,135,0,0,0,True,9,0,,,,,0,old,2010,120,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNJH/
3,Geel,Garage,Place de stationnement,9500,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/geel-2440/a-vendre/garage/JUNQ0/
4,Turnhout,Appartement,,332575,notariale,4,117,0,0,0,True,17,0,,,,,0,old,2017,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNKU/
5,Oud-Turnhout,Bien professionnel,Commerce,378000,notariale,0,280,0,0,0,,,0,,,210,,0,,,,https://www.zimmo.be/fr/oud-turnhout-2360/a-vendre/bien-professionnel/JUNO0/
6,Turnhout,Appartement,,235500,notariale,2,95,0,0,0,True,13,0,,,,,0,,,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNII/
7,Turnhout,Appartement,,398250,notariale,6,144,0,0,0,True,66,0,,,,,0,,,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNKV/
8,Turnhout,Appartement,Serviceflat,216000,notariale,4,,0,0,0,,,0,,,,,0,old,2010,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNJ9/
9,Oud-Turnhout,Terrain,Terrain à bâtir,595000,notariale,0,,0,0,0,,,0,,,005,,0,,,,https://www.zimmo.be/fr/oud-turnhout-2360/a-vendre/terrain/JUNNJ/
0,Geel,Maison,,339000,notariale,5,250,0,0,0,,,1,,,398,,0,old,1941,,https://www.zimmo.be/fr/geel-2440/a-vendre/maison/JUP27/
1,Deurne,Appartement,Penthouse,210000,notariale,3,108,0,0,0,,,0,119,,,,0,old,1975,524,https://www.zimmo.be/fr/deurne-2100/a-vendre/appartement/JUOWH/
2,Antwerpen,Bien professionnel,,475000,notariale,4,170,0,0,0,True,9,0,,,75,2,0,old,1859,393,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/bien-professionnel/JUBGF/
3,Antwerpen,Appartement,,179000,notariale,2,70,0,0,0,,,0,,,,2,0,,,212,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JUOLH/
4,Antwerpen,Appartement,,335000,notariale,3,85,0,0,0,True,3,0,,,,2,0,old,1959,112,https://www.zimmo.be/fr/antwerpen-2020/a-vendre/appartement/JUOD6/
5,Mol,Bien professionnel,Bâtiment d’entreprise,265000,notariale,2,450,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/mol-2400/a-vendre/bien-professionnel/JUOBE/
6,Antwerpen,Bien professionnel,Bureaux,349000,notariale,1,,0,0,0,,,0,,,,2,0,new,,,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/bien-professionnel/JUOAG/
7,Bonheiden,Bien professionnel,Entrepôt,278500,notariale,0,105,0,0,0,,,0,,,110,2,0,,,,https://www.zimmo.be/fr/bonheiden-2820/a-vendre/bien-professionnel/JUO97/
8,Turnhout,Appartement,Serviceflat,560000,notariale,2,140,0,0,0,True,26,0,,,,,0,old,2010,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNJK/
9,Turnhout,Appartement,,307475,notariale,4,117,0,0,0,True,17,0,,,,,0,old,2017,,https://www.zimmo.be/fr/turnhout-2300/a-vendre/appartement/JUNKR/
0,Edegem,Appartement,,275100,notariale,1,70,0,0,0,,,0,,,,4,0,,2021,,https://www.zimmo.be/fr/edegem-2650/a-vendre/appartement/JXWHR/
1,Antwerpen,Appartement,,575000,notariale,3,125,0,0,0,True,12,0,,,,2,0,,,224,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JXWAR/
2,Mortsel,Appartement,App. rez-de-chaussée,315000,notariale,3,85,0,0,0,True,20,1,,,,2,0,,,214,https://www.zimmo.be/fr/mortsel-2640/a-vendre/appartement/JXWAG/
3,Vorselaar,Maison,Maison unifamiliale,225000,notariale,3,115,0,0,0,,,1,,,,4,0,,1953,138,https://www.zimmo.be/fr/vorselaar-2290/a-vendre/maison/JTZ85/
4,Antwerpen,Appartement,,335000,notariale,4,90,0,0,0,True,5,0,,,,,0,,,146,https://www.zimmo.be/fr/antwerpen-2020/a-vendre/appartement/JXWA4/
5,Berchem,Appartement,,445000,notariale,5,135,0,0,0,True,20,0,,,,,0,,1974,198,https://www.zimmo.be/fr/berchem-2600/a-vendre/appartement/JXWA3/
6,Schelle,Maison,,349000,notariale,3,180,0,0,0,,,1,,,,2,0,,,189,https://www.zimmo.be/fr/schelle-2627/a-vendre/maison/JXWC9/
7,Mortsel,Appartement,Penthouse,289900,notariale,4,86,0,0,0,True,9,0,,,,2,0,,,165,https://www.zimmo.be/fr/mortsel-2640/a-vendre/appartement/JXWC8/
8,Willebroek,Maison,,419000,notariale,7,175,0,0,0,,,0,,,,4,0,,,310,https://www.zimmo.be/fr/willebroek-2830/a-vendre/maison/JXWA0/
9,Boom,Maison,,215000,notariale,4,,0,0,0,,,0,,,,2,0,,,263,https://www.zimmo.be/fr/boom-2850/a-vendre/maison/JXW9Z/
0,,Projet,,179206,notariale,0,,0,0,0,,,0,,,,,0,,2019,,https://www.zimmo.be/fr/mol-2400/a-vendre/projet-immobilier/100462A/
1,Beerse,Maison,,319187,notariale,4,50,0,0,0,,,1,,,,,0,,2021,,https://www.zimmo.be/fr/beerse-2340/a-vendre/maison/JY1AT/
2,Beerse,Maison,,299513,notariale,4,60,0,0,0,,,1,,,,3,0,,2021,,https://www.zimmo.be/fr/beerse-2340/a-vendre/maison/JY1AS/
3,Kasterlee,Maison,,269000,notariale,5,160,0,0,0,,,1,,,,3,0,,1974,632,https://www.zimmo.be/fr/kasterlee-2460/a-vendre/maison/JY1AU/
4,Beerse,Maison,,276544,notariale,4,130,0,0,0,,,1,,,,2,0,,2021,,https://www.zimmo.be/fr/beerse-2340/a-vendre/maison/JY1AO/
5,Lille,Bien professionnel,Commerce,240000,notariale,0,133,0,0,0,,,1,,,,,0,,1993,612,https://www.zimmo.be/fr/lille-2275/a-vendre/bien-professionnel/JY1AN/
6,Beerse,Maison,,314636,notariale,4,60,0,0,0,,,1,,,,3,0,,2021,,https://www.zimmo.be/fr/beerse-2340/a-vendre/maison/JY1AR/
7,Beerse,Maison,,276544,notariale,4,130,0,0,0,,,1,,,,2,0,,2021,,https://www.zimmo.be/fr/beerse-2340/a-vendre/maison/JY1AP/
8,Beerse,Maison,,279163,notariale,4,137,0,0,0,,,1,,,,3,0,,2021,,https://www.zimmo.be/fr/beerse-2340/a-vendre/maison/JY1AQ/
9,,Projet,,222400,notariale,0,,0,0,0,,,0,,,,,0,,2019,,https://www.zimmo.be/fr/vosselaar-2350/a-vendre/projet-immobilier/100462B/
0,Antwerpen,Bien professionnel,Bureaux,198500,notariale,0,49,0,0,0,,,0,,,,,0,,,236,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/bien-professionnel/JX470/
1,Mortsel,Garage,Cave,25000,notariale,1,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/mortsel-2640/a-vendre/garage/JX46I/
2,Hoboken,Appartement,Serviceflat,169900,notariale,2,59,0,0,0,True,7,0,,,,,0,old,2020,,https://www.zimmo.be/fr/hoboken-2660/a-vendre/appartement/JX44Z/
3,Antwerpen,Appartement,,259000,notariale,3,95,0,0,0,,,0,,,,2,0,,,711,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JX44L/
4,Geel,Garage,Garage en sous-sol,17750,notariale,0,11,0,0,0,,,0,,,,,0,old,2020,,https://www.zimmo.be/fr/geel-2440/a-vendre/garage/JVC9R/
5,Pulle,Appartement,,299000,notariale,5,103,0,0,0,True,9,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/pulle-2243/a-vendre/appartement/JX42S/
6,Pulle,Appartement,,238500,notariale,3,83,0,0,0,True,9,0,,,,2,0,old,2021,,https://www.zimmo.be/fr/pulle-2243/a-vendre/appartement/JX42R/
7,Deurne,Maison,,299900,notariale,9,199,0,0,0,True,6,0,,,91,2,0,,,464,https://www.zimmo.be/fr/deurne-2100/a-vendre/maison/JX42U/
8,Geel,Appartement,App. rez-de-chaussée,298000,notariale,3,,0,0,0,True,42,0,,,,,0,,2010,132,https://www.zimmo.be/fr/geel-2440/a-vendre/appartement/JX41O/
9,Antwerpen,Appartement,,315000,notariale,4,83,0,0,0,True,13,0,,,,2,0,new,,149,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JX40Y/
0,Varendonk,Maison,Villa,448000,notariale,3,,0,0,0,,,0,,,,,0,old,1999,,https://www.zimmo.be/fr/varendonk-2431/a-vendre/maison/JW441/
1,Antwerpen,Bien professionnel,,389000,notariale,12,346,0,0,0,,,0,,,,2,0,,,270,https://www.zimmo.be/fr/antwerpen-2020/a-vendre/bien-professionnel/JW43E/
2,Antwerpen,Maison,,389000,notariale,12,346,0,0,0,,,0,,,,2,0,,,270,https://www.zimmo.be/fr/antwerpen-2020/a-vendre/maison/JW43F/
3,Boom,Bien professionnel,Rez-de-chaussée commercial,430000,notariale,0,,0,0,0,,,0,,,,2,0,old,1976,,https://www.zimmo.be/fr/boom-2850/a-vendre/bien-professionnel/JW406/
4,Antwerpen,Appartement,,575000,notariale,5,136,0,0,0,,,0,,,153,,0,old,2018,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JW402/
5,Antwerpen,Appartement,,302000,notariale,3,71,0,0,0,,,0,,,80,,0,old,2018,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JW400/
6,Antwerpen,Appartement,,399000,notariale,4,94,0,0,0,,,0,,,104,,0,old,2018,,https://www.zimmo.be/fr/antwerpen-2000/a-vendre/appartement/JW3ZX/
7,Lier,Maison,Maison de ville,535000,notariale,7,320,0,0,1,,,0,,,,2,0,,,257,https://www.zimmo.be/fr/lier-2500/a-vendre/maison/JW3YV/
8,Lille,Maison,Maison unifamiliale,349000,notariale,4,180,0,0,0,,,1,,,90,3,0,new,2008,187,https://www.zimmo.be/fr/lille-2275/a-vendre/maison/JW3TL/
9,Turnhout,Maison,,479000,notariale,7,230,0,0,0,,,1,160,620,780,4,0,old,1998,232,https://www.zimmo.be/fr/turnhout-2300/a-vendre/maison/JW3TB/
0,Berchem,Appartement,,190000.0,notariale,4,79,0,0,0,True,20,0,,,,2,0,new,1967,396,https://www.zimmo.be/fr/berchem-2600/a-vendre/appartement/JTPSM/
1,,Bien professionnel,Bien commercial,,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/brasschaat-2930/a-vendre/bien-professionnel/JTPPE/
2,Bonheiden,Bien professionnel,Bureaux,1100000.0,notariale,3,351,0,0,0,,,0,,,,3,0,old,2012,,https://www.zimmo.be/fr/bonheiden-2820/a-vendre/bien-professionnel/GLRBJ/
3,Heist-op-den-Berg,Bien professionnel,Immeuble de bureaux,1500000.0,notariale,0,,0,0,0,,,0,,,,3,0,old,2019,,https://www.zimmo.be/fr/heist-op-den-berg-2220/a-vendre/bien-professionnel/JTPN3/
4,Wommelgem,Maison,,570000.0,notariale,5,,0,0,0,,,0,,,030,4,0,,,,https://www.zimmo.be/fr/wommelgem-2160/a-vendre/maison/JRK8R/
5,Bornem,Appartement,,219000.0,notariale,3,68,0,0,0,True,81,0,,,,,0,old,2020,,https://www.zimmo.be/fr/bornem-2880/a-vendre/appartement/JTPL8/
6,Bornem,Appartement,,239000.0,notariale,3,62,0,0,0,True,65,0,,,,,0,old,2020,,https://www.zimmo.be/fr/bornem-2880/a-vendre/appartement/JTPKZ/
7,Bornem,Appartement,,239000.0,notariale,3,62,0,0,0,True,65,0,,,,,0,old,2020,,https://www.zimmo.be/fr/bornem-2880/a-vendre/appartement/JTPL2/
8,Bornem,Appartement,,234000.0,notariale,2,80,0,0,0,True,44,1,,,,,0,old,2020,,https://www.zimmo.be/fr/bornem-2880/a-vendre/appartement/JTPKT/
9,Willebroek,Appartement,,360900.0,notariale,3,128,0,0,0,True,56,0,,,,4,0,old,2021,,https://www.zimmo.be/fr/willebroek-2830/a-vendre/appartement/JTPFW/
0,Ekeren,Bien professionnel,Bien commercial,399000,notariale,0,,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/ekeren-2180/a-vendre/bien-professionnel/JVJ4L/
1,Mortsel,Maison,Bel-étage,385000,notariale,5,190,0,0,0,,,0,,,180,2,0,new,1977,274,https://www.zimmo.be/fr/mortsel-2640/a-vendre/maison/JVJ08/
2,Kapellen,Bien professionnel,Entrepôt,391500,notariale,0,270,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/kapellen-2950/a-vendre/bien-professionnel/JVIZN/
3,Kapellen,Bien professionnel,Entrepôt,417600,notariale,0,288,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/kapellen-2950/a-vendre/bien-professionnel/JVIZO/
4,Kapellen,Bien professionnel,Entrepôt,355250,notariale,0,245,0,0,0,,,0,,,,,0,,,,https://www.zimmo.be/fr/kapellen-2950/a-vendre/bien-professionnel/JVIZP/
5,Antwerpen,Appartement,,255000,notariale,3,70,0,0,0,,,0,,,200,2,0,old,1927,179,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JVIPC/
6,Antwerpen,Appartement,,269000,notariale,3,70,0,0,0,True,7,0,,,840,2,0,,,103,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/appartement/JVIR8/
7,Antwerpen,Appartement,,255000,notariale,3,70,0,0,0,,,0,,,200,2,0,old,1927,246,https://www.zimmo.be/fr/antwerpen-2018/a-vendre/appartement/JVIPB/
8,Turnhout,Maison,,349000,notariale,6,314,0,0,0,,,0,,,152,2,0,,,344,https://www.zimmo.be/fr/turnhout-2300/a-vendre/maison/JVIO0/
9,Merksem,Maison,,269000,notariale,5,,0,0,0,True,9,0,,,100,2,0,,,266,https://www.zimmo.be/fr/merksem-2170/a-vendre/maison/JVINX/
0,Antwerpen,Appartement,,439000.0,notariale,4,125,0,0,0,True,20,0,,,,2,0,new,1902,,https://www.zimmo.be/fr/antwerpen-2060/a-vendre/appartement/JRZ06/
1,Wuustwezel,Maison,Chalet,134900.0,notariale,0,,0,0,0,,,0,,,810,,0,,,,https://www.zimmo.be/fr/wuustwezel-2990/a-vendre/maison/JRYZK/
2,Antwerpen,Bien professionnel,Rez-de-chaussée commercial,340000.0,notariale,4,180,0,0,0,,,0,,,,2,0,,,,https://www.zimmo.be/fr/antwerpen-2050/a-vendre/bien-professionnel/JRYQC/
3,Boom,Bien professionnel,Commerce,105000.0,notariale,0,62,0,0,0,,,0,,,,2,0,,,413,https://www.zimmo.be/fr/boom-2850/a-vendre/bien-professionnel/JRYK2/
