,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
7,Antwerpen,Appartement,Penthouse,2350000,notariale,6,375,0,0,0,True,48,0,None,None,None,3,0,None
8,Antwerpen,Maison,Maison de ville,1099000,notariale,8,374,0,0,0,None,None,1,None,None,None,2,0,None
9,Antwerpen,Appartement,None,425000,notariale,3,96,0,0,0,True,8,0,None,None,None,2,0,None
0,Schoten,Appartement,None,205000,notariale,3,70,0,0,0,True,11,0,None,None,None,2,0,old
1,Meerhout,Maison,None,305000,notariale,6,160,0,0,0,None,None,0,None,None,324,4,0,old
2,Eindhout,Maison,Maison unifamiliale,259000,notariale,5,139,0,0,0,None,None,1,None,None,800,4,0,old
3,Merksem,Maison,Maison deux facades,825000,notariale,9,None,0,0,0,None,None,0,372,263,635,2,0,new
4,Boechout,Maison,None,349000,notariale,4,125,0,0,0,None,None,0,None,None,545,3,0,old
5,Hove,Maison,None,450000,notariale,8,190,0,0,0,None,None,0,None,None,360,2,0,old
6,Boechout,Maison,None,225000,notariale,6,160,0,0,0,None,None,0,None,None,189,3,0,old
7,Brasschaat,Appartement,None,299000,notariale,5,92,0,0,0,True,9,0,None,None,865,3,0,old
8,Bonheiden,Maison,None,399000,notariale,7,197,0,0,0,None,None,0,None,None,281,2,0,None
9,Booischot,Maison,None,295000,notariale,7,157,0,0,0,None,None,0,None,None,941,4,0,old
0,Wilrijk,Appartement,None,379000,notariale,3,124,0,0,0,True,25,0,None,None,None,2,0,old
1,Geel,Maison,Maison unifamiliale,325000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
2,Geel,Maison,Maison de vacances,110000,notariale,3,75,0,0,0,None,None,0,None,None,896,4,0,old
3,Puurs,Appartement,Serviceflat,249000,notariale,4,85,0,0,0,True,7,0,None,None,None,3,0,old
4,Kasterlee,Maison,None,299000,notariale,6,137,0,0,0,None,None,1,None,None,641,None,0,old
5,Balen,Appartement,Duplex,249000,notariale,6,95,0,0,0,None,None,0,None,None,None,2,0,None
6,Mortsel,Maison,None,369000,notariale,6,165,0,0,0,None,None,1,71,61,132,2,0,new
7,Antwerpen,Appartement,Penthouse,1225000,notariale,5,255,0,0,0,True,42,0,None,None,None,2,0,old
8,Antwerpen,Appartement,None,695000,notariale,4,09,0,0,0,True,80,0,None,None,None,None,0,old
9,Antwerpen,Appartement,None,660000,notariale,4,09,0,0,0,True,90,0,None,None,None,None,0,old
0,Antwerpen,Maison,Maison unifamiliale,675000,notariale,7,345,0,0,0,None,None,0,None,None,153,2,0,new
1,Antwerpen,Appartement,None,369000,notariale,3,118,0,0,0,True,3,0,None,None,None,2,0,new
2,Deurne,Appartement,None,199000,notariale,5,129,0,0,0,True,14,0,None,None,None,3,0,old
3,Meerhout,Maison,Maison unifamiliale,389000,notariale,7,229,0,0,0,None,None,1,None,None,831,4,0,old
4,Kontich,Maison,Maison deux facades,280000,notariale,4,182,0,0,0,None,None,0,94,61,155,2,0,new
5,Berchem,Appartement,None,299000,notariale,4,110,0,0,0,None,None,0,110,None,None,3,0,new
6,Balen,Maison,None,379000,notariale,5,228,0,0,0,None,None,0,None,None,384,3,0,None
7,Oppuurs,Maison,None,275000,notariale,3,163,0,0,0,None,None,0,None,None,118,2,0,old
8,Laakdal,Maison,None,369000,notariale,4,233,0,0,0,None,None,1,None,None,486,3,0,old
9,Balen,Maison,None,425000,notariale,4,244,0,0,0,None,None,1,None,None,437,4,0,None
0,Borsbeek,Maison,Bel-étage,345000,notariale,6,235,0,0,0,None,None,1,None,None,170,None,0,old
1,Meerhout,Maison,None,299000,notariale,6,210,0,0,0,None,None,0,None,None,052,4,0,old
2,Bonheiden,Maison,Villa,998500,notariale,11,460,0,0,0,True,83,1,None,None,096,4,0,old
3,Tongerlo,Maison,None,360000,notariale,7,252,0,0,0,None,None,1,None,None,478,4,0,old
4,Boom,Maison,None,210000,notariale,6,155,0,0,0,None,None,0,None,None,120,2,0,None
5,Heist-op-den-Berg,Maison,Maison unifamiliale,260000,notariale,7,129,0,0,0,None,None,0,None,None,524,4,0,old
6,Heist-op-den-Berg,Maison,Maison unifamiliale,220000,notariale,4,129,0,0,0,None,None,0,None,None,524,4,0,old
7,Antwerpen,Maison,None,1100000,notariale,8,380,0,0,0,True,4,0,None,None,114,2,0,None
8,Antwerpen,Maison,None,1500000,notariale,13,665,0,0,0,None,None,0,145,0,145,2,0,None
9,Burcht,Appartement,Duplex,199000,notariale,4,120,0,0,0,True,16,0,110,0,110,2,0,None
0,Laakdal,Appartement,None,265000,notariale,2,90,0,0,0,None,None,0,None,None,None,4,0,old
1,Borsbeek,Appartement,None,162500,notariale,3,76,0,0,0,None,None,0,None,None,76,None,0,old
2,Berchem,Appartement,None,445000,notariale,5,135,0,0,0,True,20,0,None,None,None,None,0,new
3,Mol,Appartement,None,360000,notariale,5,None,0,0,0,None,None,0,None,None,None,None,0,old
4,Geel,Appartement,None,348000,notariale,5,98,0,0,0,None,None,0,None,None,None,2,0,None
5,Geel,Maison,None,339000,notariale,5,250,0,0,0,None,None,1,None,None,398,None,0,old
6,Deurne,Appartement,Penthouse,215000,notariale,3,108,0,0,0,None,None,0,119,None,None,None,0,old
7,Antwerpen,Appartement,None,185000,notariale,2,70,0,0,0,None,None,0,None,None,None,2,0,None
8,Antwerpen,Appartement,None,335000,notariale,3,85,0,0,0,True,3,0,None,None,None,2,0,old
9,Borgerhout,Appartement,App. rez-de-chaussée,265000,notariale,4,85,0,0,0,True,60,0,None,None,196,3,0,new
0,Merksem,Appartement,None,249000,notariale,3,72,0,0,0,None,None,0,None,None,None,2,0,new
1,Merksem,Appartement,None,231000,notariale,3,81,0,0,0,None,None,0,None,None,None,2,0,new
2,Merksem,Appartement,None,229000,notariale,3,81,0,0,0,None,None,0,None,None,None,2,0,new
3,Antwerpen,Appartement,None,330000,notariale,6,140,0,0,0,None,None,0,None,None,None,None,0,None
4,Rijkevorsel,Appartement,App. rez-de-chaussée,292500,notariale,3,92,0,0,0,None,None,0,None,None,1,2,0,old
5,Antwerpen,Appartement,None,349900,notariale,5,151,0,0,0,True,7,0,None,None,None,2,0,None
6,Kasterlee,Maison,None,649000,notariale,5,187,0,0,0,None,None,0,None,None,800,None,0,old
7,Schoten,Maison,Maison unifamiliale,309000,notariale,5,185,0,0,0,True,15,0,None,None,04,2,0,new
8,Deurne,Appartement,None,179000,notariale,3,90,0,0,0,None,None,0,None,None,12,3,0,old
9,Herentals,Appartement,None,170000,notariale,3,104,0,0,0,None,None,0,None,None,None,2,0,old
0,Antwerpen,Maison,None,369000,notariale,0,144,0,0,0,None,None,0,None,None,None,2,0,None
1,Wiekevorst,Maison,None,475000,notariale,9,249,0,0,0,None,None,1,None,None,None,4,0,None
2,Deurne,Appartement,None,295000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
3,Deurne,Appartement,None,269000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
4,Deurne,Appartement,None,315000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
5,Deurne,Appartement,None,279000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
6,Deurne,Appartement,None,1800000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
7,Deurne,Appartement,None,275000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
8,Deurne,Appartement,None,249000,notariale,2,80,0,0,0,None,None,0,None,None,None,None,0,None
9,Wommelgem,Maison,Bel-étage,342000,notariale,5,152,0,0,0,True,24,1,None,None,None,3,0,None
0,Berchem,Appartement,None,445000,notariale,4,135,0,0,0,True,10,0,None,None,155,None,0,new
1,Brasschaat,Maison,None,585000,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
2,Brasschaat,Maison,None,320000,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
3,Brasschaat,Maison,Villa,895000,notariale,6,None,0,0,0,None,None,1,None,None,080,4,0,old
4,Deurne,Appartement,None,295000,notariale,4,98,0,0,0,None,None,0,None,None,None,2,0,None
5,Nijlen,Maison,Maison exceptionnelle,930000,notariale,9,460,0,0,0,True,120,1,242,-97,145,4,0,old
6,Hemiksem,Appartement,Penthouse,260000,notariale,4,98,0,0,0,True,16,0,None,None,None,None,0,None
7,Massenhoven,Appartement,None,339000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
8,Massenhoven,Appartement,App. rez-de-chaussée,315000,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Zandhoven,Appartement,None,339000,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,None
0,Dessel,Maison,Maison unifamiliale,330000,notariale,3,110,0,0,0,None,None,0,None,None,510,3,0,old
1,Veerle,Maison,Maison unifamiliale,299000,notariale,6,None,0,0,0,None,None,0,None,None,810,4,0,None
2,Turnhout,Maison,Maison unifamiliale,159000,notariale,3,127,0,0,0,None,None,0,None,None,61,2,0,old
3,Turnhout,Maison,Maison unifamiliale,289000,notariale,3,143,0,0,0,None,None,1,None,None,13,2,0,old
4,Arendonk,Appartement,Penthouse,265000,notariale,3,84,0,0,0,True,39,0,None,None,None,4,0,old
5,Arendonk,Maison,Maison unifamiliale,289000,notariale,6,185,0,0,0,None,None,1,None,None,93,2,0,old
6,Turnhout,Maison,Maison unifamiliale,255000,notariale,4,191,0,0,0,True,8,1,None,None,30,2,0,None
7,Turnhout,Appartement,None,184000,notariale,4,75,0,0,0,True,7,0,None,None,79,2,0,new
8,Turnhout,Maison,Maison unifamiliale,265000,notariale,4,180,0,0,0,True,29,0,None,None,170,2,0,None
9,Olen,Maison,Maison unifamiliale,387548,notariale,4,80,0,0,0,True,12,1,None,None,678,3,0,old
0,Puurs,Appartement,None,349000,notariale,4,50,0,0,0,None,None,1,None,None,None,2,0,old
1,Puurs,Appartement,None,259000,notariale,4,20,0,0,0,None,None,1,None,None,None,2,0,old
2,Puurs,Appartement,None,299000,notariale,4,40,0,0,0,None,None,1,None,None,None,2,0,old
3,Puurs,Appartement,None,249000,notariale,4,10,0,0,0,None,None,1,None,None,None,2,0,old
4,Antwerpen,Maison,Usage mixte,930000,notariale,12,None,0,1,0,None,None,0,None,None,61,2,0,None
5,Essen,Maison,Usage mixte,299500,notariale,4,110,0,0,0,True,6,0,None,None,59,2,0,new
6,Mol,Appartement,None,239425,notariale,4,50,0,0,0,None,None,1,None,None,None,None,0,old
7,Mol,Appartement,None,211818,notariale,4,86,0,0,0,True,14,0,None,None,None,None,0,old
8,Mol,Appartement,None,208857,notariale,4,85,0,0,0,True,14,0,None,None,None,None,0,old
9,Mol,Appartement,None,241399,notariale,4,34,0,0,0,None,None,1,None,None,None,None,0,old
0,Antwerpen,Appartement,None,379000,notariale,3,92,0,0,0,True,7,0,None,None,None,2,0,new
1,Antwerpen,Appartement,None,899000,notariale,5,50,0,0,0,True,96,0,None,None,None,2,0,new
2,Breendonk,Appartement,None,179000,notariale,4,100,0,0,0,None,None,1,None,None,227,3,0,old
3,Breendonk,Appartement,None,159000,notariale,4,160,0,0,0,None,None,0,None,None,227,3,0,old
4,Geel,Appartement,Duplex,259000,notariale,3,100,0,0,0,None,None,0,None,None,None,None,0,old
5,Antwerpen,Appartement,None,1150000,notariale,6,245,0,0,0,None,None,0,None,None,None,None,0,None
6,Antwerpen,Appartement,None,385000,notariale,4,80,0,0,0,True,6,0,None,None,None,None,0,None
7,Balen,Maison,None,355000,notariale,7,None,0,0,0,None,None,1,None,None,610,4,0,None
8,Schelle,Appartement,None,270000,notariale,4,119,0,0,0,True,9,0,None,None,None,2,0,old
9,Antwerpen,Appartement,None,425000,notariale,2,60,0,0,0,None,None,0,None,None,None,None,0,None
0,Antwerpen,Appartement,Studio,124500,notariale,1,40,0,0,0,True,3,0,None,None,None,2,0,old
1,Antwerpen,Maison,None,930000,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,new
2,Mechelen,Appartement,None,269500,notariale,4,100,0,0,0,None,None,0,100,0,100,3,0,None
3,Lier,Maison,Maison unifamiliale,319000,notariale,3,None,0,0,0,None,None,0,None,None,None,2,0,new
4,Deurne,Appartement,None,139000,notariale,2,61,0,0,0,None,None,0,None,None,None,2,0,old
5,Merksem,Appartement,None,179000,notariale,3,74,0,0,0,True,3,0,None,None,None,3,0,new
6,Malle,Maison,Maison unifamiliale,419900,notariale,6,196,0,0,0,None,None,1,None,None,None,3,0,new
7,Deurne,Appartement,None,165000,notariale,3,93,0,0,0,True,3,0,None,None,30,3,0,old
8,Westerlo,Appartement,Duplex,219000,notariale,5,108,0,0,0,True,5,0,None,None,69,4,0,None
9,Geel,Appartement,None,219000,notariale,6,130,0,0,0,None,None,0,None,None,120,None,0,old
0,Turnhout,Maison,None,335000,notariale,5,150,0,0,0,None,None,1,None,None,None,2,0,None
1,Borgerhout,Appartement,None,229000,notariale,4,115,0,0,0,None,None,0,None,None,None,4,0,None
2,Deurne,Appartement,None,195000,notariale,3,90,0,0,0,None,None,0,None,None,None,2,0,None
3,Beerse,Appartement,Duplex,259000,notariale,7,160,0,0,0,None,None,1,None,None,None,3,0,None
4,Arendonk,Maison,None,295000,notariale,6,155,0,0,0,None,None,0,None,None,None,3,0,None
5,Sint-Job-in-'t-Goor,Maison,Villa,799000,notariale,9,380,0,0,0,True,65,1,None,None,None,4,0,None
