,locality,type of property,subtype of property,price,sale type,number of rooms,area,kitchen equipment,furnished,open fire,terrace,terrace area,garden,garden area,surface land,surface plot land,number of facades,swimming pool,building state
9,Willebroek,Maison,Usage mixte,299000.0,notariale,4,19,0,0,0,True,72,0,None,None,None,2,0,old
0,Puurs,Appartement,None,289000,notariale,4,91,0,0,0,True,16,0,16,None,None,2,0,old
1,Boom,Maison,None,1250000,notariale,9,570,0,0,0,None,None,0,None,None,660,3,0,None
2,Wommelgem,Appartement,None,284000,notariale,5,100,0,0,0,True,6,0,None,None,None,3,0,old
3,Boom,Maison,None,1250000,notariale,9,570,0,0,0,None,None,0,None,None,660,3,0,None
4,Boom,Maison,None,1250000,notariale,9,570,0,0,0,None,None,0,None,None,660,3,0,None
5,Meerhout,Appartement,None,135000,notariale,2,50,0,0,0,None,None,0,None,None,55,2,0,old
6,Ranst,Maison,None,269000,notariale,4,145,0,0,0,None,None,0,None,None,350,2,0,None
7,Mechelen,Appartement,None,210000,notariale,3,85,0,0,0,None,None,0,None,None,None,2,0,None
8,Kessel,Maison,Maison unifamiliale,260000,notariale,3,87,0,0,0,None,None,0,None,None,185,3,0,new
9,Merksem,Appartement,None,169500,notariale,5,90,0,0,0,True,8,0,None,None,078,3,0,old
0,Turnhout,Appartement,Studio,127000,notariale,0,None,0,0,0,None,None,0,None,None,None,None,0,old
1,Turnhout,Appartement,None,295500,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
2,Antwerpen,Appartement,Serviceflat,228000,notariale,4,50,0,0,0,None,None,0,None,None,None,2,0,old
3,Antwerpen,Appartement,Penthouse,1150000,notariale,5,170,0,0,0,True,59,0,None,None,None,None,0,old
4,Antwerpen,Maison,Usage mixte,975000,notariale,0,635,0,0,0,None,None,1,None,None,250,2,0,None
5,Bornem,Appartement,None,445000,notariale,3,115,0,0,0,True,6,0,None,None,None,2,0,old
6,Bornem,Maison,None,595000,notariale,5,175,0,0,0,True,17,0,None,None,None,2,0,old
7,Antwerpen,Appartement,None,435000,notariale,4,145,0,0,0,True,33,0,None,None,None,3,0,old
8,Antwerpen,Appartement,None,454000,notariale,4,146,0,0,0,True,54,0,None,None,None,None,0,old
9,Antwerpen,Maison,None,349000,notariale,3,175,0,0,0,None,None,0,175,0,175,3,0,old
0,Hoogstraten,Appartement,Penthouse,350000,notariale,4,107,0,0,0,True,14,0,None,None,1,2,0,old
1,Hoogstraten,Appartement,App. rez-de-chaussée,265000,notariale,4,79,0,0,0,True,7,1,None,None,1,2,0,old
2,Hoogstraten,Appartement,Penthouse,330000,notariale,4,101,0,0,0,True,9,0,None,None,1,2,0,old
3,Hoogstraten,Appartement,None,395000,notariale,4,115,0,0,0,True,21,0,None,None,1,2,0,old
4,Hoogstraten,Appartement,App. rez-de-chaussée,285000,notariale,4,93,0,0,0,True,8,0,None,None,1,2,0,old
5,Beerse,Appartement,App. rez-de-chaussée,285000,notariale,5,107,0,0,0,True,41,1,None,None,None,3,0,old
6,Hoogstraten,Appartement,App. rez-de-chaussée,242500,notariale,4,81,0,0,0,True,18,0,None,None,1,2,0,old
7,Hoogstraten,Appartement,App. rez-de-chaussée,365000,notariale,5,119,0,0,0,True,15,1,None,None,1,2,0,old
8,Hoogstraten,Appartement,None,247500,notariale,2,79,0,0,0,True,7,0,None,None,1,2,0,old
9,Hoogstraten,Appartement,App. rez-de-chaussée,295000,notariale,4,97,0,0,0,True,7,0,None,None,1,2,0,old
0,Burcht,Appartement,None,370000,notariale,4,97,0,0,0,True,35,1,97,35,132,2,0,None
1,Burcht,Appartement,None,340000,notariale,5,118,0,0,0,True,35,1,118,19,137,2,0,None
2,Burcht,Appartement,None,415000,notariale,4,122,0,0,0,True,26,1,122,26,148,2,0,None
3,Burcht,Appartement,None,370000,notariale,4,97,0,0,0,True,35,1,97,35,132,2,0,None
4,Burcht,Appartement,None,305000,notariale,4,94,0,0,0,True,11,1,94,11,105,2,0,None
5,Burcht,Appartement,None,395000,notariale,5,118,0,0,0,True,19,1,118,19,137,2,0,None
6,Burcht,Appartement,None,325000,notariale,4,112,0,0,0,True,11,1,112,11,123,2,0,None
7,Burcht,Appartement,None,310000,notariale,4,97,0,0,0,True,11,1,97,11,108,2,0,None
8,Burcht,Appartement,None,245000,notariale,3,83,0,0,0,True,11,1,83,11,94,2,0,None
9,Burcht,Appartement,None,357500,notariale,4,94,0,0,0,True,23,1,94,93,187,2,0,None
0,Mechelen,Maison,None,295000.0,notariale,3,97,0,0,0,None,None,0,37,0,37,2,0,old
1,Bornem,Appartement,None,230000.0,notariale,2,62,0,0,0,True,6,0,None,None,None,4,0,old
2,Antwerpen,Appartement,None,575000.0,notariale,2,125,0,0,0,None,None,0,None,None,None,3,0,None
3,Hoboken,Maison,None,335000.0,notariale,6,196,0,0,0,None,None,0,354,0,354,2,0,old
4,Mariekerke,Maison,None,294000.0,notariale,4,143,0,0,0,None,None,1,None,None,390,2,0,old
5,None,Maison,Maison exceptionnelle,None,notariale,11,910,0,0,0,None,None,1,None,None,502,2,0,new
6,Kessel,Maison,Maison d’angle,379000.0,notariale,5,190,0,0,0,None,None,0,None,None,600,3,0,old
7,Willebroek,Maison,None,315000.0,notariale,6,None,0,0,0,None,None,0,None,None,None,2,0,None
8,Tongerlo,Maison,Villa moderne,345000.0,notariale,6,260,0,0,0,None,None,0,None,None,None,4,0,None
9,Deurne,Maison,Cottage,469000.0,notariale,8,216,0,0,0,True,90,1,None,None,240,3,0,old
0,Balen,Maison,Maison unifamiliale,369000,notariale,5,232,0,0,0,None,None,1,None,None,224,4,0,old
1,Mechelen,Maison,Maison de ville,589000,notariale,5,232,0,0,0,None,None,1,None,None,150,2,0,None
2,Geel,Appartement,None,184000,notariale,3,94,0,0,0,None,None,0,None,None,None,None,0,old
3,Meerhout,Maison,None,235000,notariale,3,None,0,0,0,None,None,0,189,None,None,None,0,old
4,Antwerpen,Appartement,None,310000,notariale,2,74,0,0,0,None,None,1,None,None,None,None,0,None
5,Onze-Lieve-Vrouw-Waver,Appartement,None,215000,notariale,2,65,0,0,0,None,None,0,None,None,None,2,0,old
6,Herentals,Maison,Villa,1150000,notariale,8,264,0,0,0,None,None,0,None,None,303,4,0,new
7,Antwerpen,Appartement,None,269000,notariale,4,94,0,0,0,True,6,0,None,None,None,2,0,new
8,Vlimmeren,Appartement,Immeuble d'appartements,1250000,notariale,15,None,0,0,0,None,None,0,None,None,None,4,0,new
9,Hoogstraten,Appartement,None,282500,notariale,4,93,0,0,0,True,7,0,None,None,1,2,0,old
0,Beerse,Appartement,None,219000.0,notariale,3,48,0,0,0,None,None,0,None,None,None,2,0,old
1,Antwerpen,Appartement,None,325000.0,notariale,2,72,0,0,0,True,18,1,None,None,None,4,0,old
2,Bornem,Appartement,None,320000.0,notariale,3,92,0,0,0,None,None,0,None,None,None,2,0,old
3,None,Maison,None,None,notariale,5,180,0,0,0,True,12,1,None,None,None,2,0,old
4,Veerle,Maison,None,279000.0,notariale,6,168,0,0,0,None,None,1,None,None,050,4,0,old
5,Mol,Maison,None,259000.0,notariale,5,None,0,0,0,None,None,1,None,None,215,4,0,old
6,Ramsel,Maison,None,219000.0,notariale,5,120,0,0,0,None,None,1,None,None,300,3,0,old
7,Grobbendonk,Maison,Maison unifamiliale,425000.0,notariale,6,120,0,0,0,None,None,1,None,None,924,4,0,old
8,Kapellen,Appartement,None,324900.0,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
9,None,Maison,Ferme,None,notariale,6,271,0,0,0,None,None,0,None,None,366,4,0,old
0,Antwerpen,Maison,None,1175000,notariale,0,661,0,0,0,None,None,0,None,None,None,None,0,None
1,Antwerpen,Appartement,None,295000,notariale,2,110,0,0,0,None,None,0,None,None,None,2,0,old
2,Wilrijk,Maison,Maison deux facades,329000,notariale,10,None,0,0,0,None,None,0,None,None,None,2,0,None
3,Geel,Maison,Villa,381820,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
4,Geel,Maison,None,360210,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,old
5,Tisselt,Maison,None,469000,notariale,9,251,0,0,0,None,None,1,None,None,599,4,0,old
6,Kalmthout,Maison,Villa,635000,notariale,7,275,0,0,0,None,None,0,None,None,74,4,0,new
7,Stabroek,Maison,Maison exceptionnelle,415000,notariale,5,06,0,0,0,None,None,0,None,None,88,2,0,old
8,Wommelgem,Appartement,App. rez-de-chaussée,225000,notariale,4,84,0,0,0,None,None,0,None,None,565,None,0,new
9,Deurne,Appartement,None,175000,notariale,3,75,0,0,0,None,None,0,None,None,None,None,0,new
0,Deurne,Appartement,None,199000,notariale,4,90,0,0,0,None,None,0,None,None,None,3,0,None
1,Mechelen,Maison,None,269000,notariale,4,159,0,0,0,True,80,0,None,None,126,2,0,None
2,Hoboken,Maison,None,369000,notariale,4,50,0,0,0,None,None,0,70,288,358,2,0,old
3,Antwerpen,Appartement,None,210000,notariale,3,72,0,0,0,None,None,0,None,None,None,None,0,old
4,Meerhout,Maison,None,394000,notariale,6,None,0,0,0,None,None,0,None,None,452,4,0,new
5,Ramsel,Maison,Maison unifamiliale,319000,notariale,6,210,0,0,0,None,None,0,None,None,None,3,0,None
6,Schilde,Appartement,None,370000,notariale,4,113,0,0,0,True,12,0,None,None,783,2,0,old
7,Muizen,Appartement,None,398500,notariale,4,136,0,0,0,None,None,0,None,None,None,None,0,old
8,Berchem,Appartement,None,269000,notariale,5,115,0,0,0,True,50,0,None,None,486,None,0,None
9,Berchem,Maison,None,349000,notariale,5,151,0,0,0,None,None,1,None,None,94,None,0,new
0,Aartselaar,Appartement,None,375000,notariale,5,104,0,0,0,None,None,1,None,None,None,None,0,old
1,Nijlen,Maison,Villa,593000,notariale,8,None,0,0,0,None,None,1,None,None,030,4,0,old
2,Willebroek,Maison,None,299000,notariale,4,105,0,0,0,True,36,1,201,0,201,2,0,new
3,Merksem,Maison,None,320000,notariale,5,190,0,0,0,None,None,1,None,None,135,2,0,None
4,Schilde,Maison,Villa,1695000,notariale,9,446,0,0,0,None,None,1,250,-216,034,4,0,old
5,Sint-Job-in-'t-Goor,Maison,None,275000,notariale,2,55,0,0,0,None,None,0,85,566,651,4,0,old
6,Merksem,Appartement,None,249000,notariale,4,92,0,0,0,None,None,0,None,None,None,None,0,old
7,Hemiksem,Appartement,None,325000,notariale,8,180,0,0,0,True,11,0,None,None,108,2,0,None
8,Terhagen,Maison,None,349900,notariale,5,200,0,0,0,None,None,1,None,None,None,None,0,None
9,Niel,Maison,Autre,179990,notariale,4,100,0,0,0,None,None,0,None,None,None,3,0,None
0,Hulshout,Maison,None,475000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
1,Deurne,Appartement,None,225000,notariale,4,115,0,0,0,None,None,0,None,None,53,2,0,old
2,Mortsel,Maison,Bel-étage,385000,notariale,5,190,0,0,0,None,None,0,None,None,180,2,0,new
3,Antwerpen,Appartement,None,255000,notariale,3,70,0,0,0,None,None,0,None,None,200,2,0,old
4,Antwerpen,Appartement,None,269000,notariale,3,70,0,0,0,True,7,0,None,None,840,2,0,None
5,Antwerpen,Appartement,None,255000,notariale,3,70,0,0,0,None,None,0,None,None,200,2,0,old
6,Turnhout,Maison,None,349000,notariale,6,314,0,0,0,None,None,0,None,None,152,2,0,None
7,Merksem,Maison,None,269000,notariale,5,None,0,0,0,True,9,0,None,None,100,2,0,None
8,Kontich,Maison,Maison exceptionnelle,189000,notariale,2,64,0,0,0,True,8,0,None,None,None,2,0,old
9,Geel,Maison,None,369000,notariale,10,477,0,0,0,None,None,1,None,None,629,None,0,old
0,Lille,Maison,Maison unifamiliale,364000,notariale,5,276,0,0,0,True,22,0,None,None,34,2,0,old
1,Vosselaar,Appartement,None,249000,notariale,3,100,0,0,0,None,None,0,None,None,None,2,0,old
2,Mechelen,Maison,Maison unifamiliale,275000,notariale,3,89,0,0,0,True,50,0,None,None,52,2,0,old
3,Heist-op-den-Berg,Appartement,None,249000,notariale,3,95,0,0,0,True,10,0,None,None,None,2,0,None
4,Meerhout,Maison,Maison unifamiliale,297000,notariale,4,140,0,0,0,True,15,1,None,None,227,3,0,old
5,Morkhoven,Appartement,App. rez-de-chaussée,319000,notariale,3,53,0,0,0,True,35,1,None,None,None,4,0,old
6,Herentals,Appartement,None,259329,notariale,3,10,0,0,0,True,20,0,None,None,None,2,0,old
7,Olen,Appartement,App. rez-de-chaussée,264000,notariale,3,80,0,0,0,True,20,0,None,None,None,None,0,old
8,Herentals,Appartement,None,201116,notariale,2,20,0,0,0,True,80,0,None,None,None,2,0,old
9,Wiekevorst,Maison,Maison unifamiliale,298000,notariale,5,311,0,0,0,None,None,0,None,None,424,2,0,new
0,Willebroek,Appartement,None,283000,notariale,4,115,0,0,0,True,12,0,None,None,None,3,0,None
1,Hoevenen,Maison,Bel-étage,349000,notariale,6,179,0,0,0,True,62,1,None,None,None,3,0,None
2,Edegem,Appartement,None,270000,notariale,4,100,0,0,0,None,None,1,None,None,None,2,0,None
3,Geel,Maison,None,377000,notariale,5,150,0,0,0,True,30,1,None,None,None,4,0,None
4,Balen,Maison,Villa,358000,notariale,5,155,0,0,0,None,None,1,None,None,None,4,0,None
5,Wilrijk,Maison,None,395000,notariale,6,125,0,0,0,None,None,1,None,None,None,2,0,None
6,Antwerpen,Maison,Maison de ville,945000,notariale,8,295,0,0,0,True,40,1,None,None,None,2,0,None
7,Antwerpen,Appartement,Serviceflat,265000,notariale,3,80,0,0,0,True,43,0,None,None,None,None,0,None
8,Rumst,Appartement,None,265000,notariale,4,97,0,0,0,None,None,1,None,None,None,2,0,None
9,Merksem,Appartement,None,189000,notariale,3,62,0,0,0,None,None,0,None,None,None,2,0,None
0,Balen,Maison,None,332600,notariale,4,14,0,0,0,None,None,0,None,None,None,None,0,old
1,Borgerhout,Maison,Maison unifamiliale,249500,notariale,6,164,0,0,0,True,18,0,64,0,64,2,0,None
2,Berchem,Appartement,None,185000,notariale,4,76,0,0,0,None,None,0,None,None,None,4,0,old
3,Antwerpen,Appartement,None,630000,notariale,5,132,0,0,0,True,44,0,None,None,None,2,0,None
4,Antwerpen,Appartement,Duplex,395000,notariale,3,90,0,0,0,True,13,0,None,None,None,2,0,None
5,Veerle,Maison,Maison unifamiliale,330000,notariale,7,180,0,0,0,True,25,1,None,None,None,3,0,None
6,Kalmthout,Appartement,None,695000,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,None
7,Antwerpen,Appartement,None,199000,notariale,2,60,0,0,0,True,3,0,62,8,70,2,0,new
8,Laakdal,Maison,Maison unifamiliale,279000,notariale,6,None,0,0,0,None,None,1,None,None,368,4,0,new
9,Antwerpen,Maison,None,209500,notariale,6,132,0,0,0,None,None,0,None,None,59,2,0,None
0,None,Appartement,Duplex,195000,notariale,4,None,0,0,0,None,None,0,None,None,340,2,0,old
1,Antwerpen,Appartement,None,540000,notariale,4,210,0,0,0,True,15,0,None,None,None,2,0,None
2,Borgerhout,Appartement,None,135000,notariale,2,62,0,0,0,True,3,0,405,0,405,2,0,None
3,Nijlen,Maison,Maison unifamiliale,329000,notariale,5,211,0,0,0,None,None,0,None,None,487,3,0,None
4,Balen,Maison,None,259000,notariale,4,158,0,0,0,None,None,0,None,None,501,None,0,new
5,Antwerpen,Maison,None,595000,notariale,6,200,0,0,0,True,40,0,None,None,None,2,0,new
6,Antwerpen,Appartement,None,595000,notariale,6,200,0,0,0,True,40,0,None,None,None,2,0,new
7,Boom,Appartement,None,389000,notariale,3,240,0,0,0,None,None,0,None,None,None,4,0,None
8,Retie,Maison,None,445000,notariale,4,None,0,0,0,None,None,1,None,None,515,None,0,old
9,Minderhout,Maison,Maison unifamiliale,729000,notariale,6,309,0,0,0,None,None,1,None,None,751,4,0,old
0,Balen,Maison,None,190000,notariale,7,None,0,0,0,None,None,1,None,None,105,2,0,old
1,Antwerpen,Appartement,None,319000,notariale,4,113,0,0,0,None,None,0,None,None,None,None,0,old
2,Antwerpen,Appartement,Penthouse,590000,notariale,3,110,0,0,0,True,58,0,None,None,None,3,0,new
3,Hoboken,Appartement,None,275000,notariale,3,93,0,0,0,None,None,0,93,50,143,3,0,old
4,Duffel,Maison,Maison unifamiliale,349000,notariale,5,194,0,0,0,None,None,1,None,None,272,2,0,None
5,Herentals,Maison,Villa,859500,notariale,6,41,0,0,0,None,None,1,None,None,684,4,0,old
6,Herentals,Maison,Villa,907500,notariale,5,07,0,0,0,None,None,1,None,None,613,4,0,old
7,Zandhoven,Maison,Maison unifamiliale,669000,notariale,6,198,0,0,0,None,None,0,None,None,369,4,0,new
8,Boechout,Appartement,None,279000,notariale,4,115,0,0,0,True,7,0,None,None,None,3,0,old
9,Mortsel,Maison,Maison unifamiliale,249900,notariale,5,165,0,0,0,None,None,1,None,None,150,2,0,None
0,Antwerpen,Appartement,Serviceflat,325000.0,notariale,3,94,0,0,0,True,18,0,None,None,None,None,0,old
1,Antwerpen,Maison,Usage mixte,1350000.0,notariale,7,440,0,0,1,None,None,0,None,None,None,2,0,None
2,Willebroek,Appartement,None,184000.0,notariale,2,66,0,0,0,True,6,0,None,None,None,None,0,old
3,Bornem,Appartement,None,195700.0,notariale,3,61,0,0,0,True,5,0,None,None,61,None,0,None
4,Bornem,Maison,None,189000.0,notariale,3,None,0,0,0,None,None,0,None,None,150,2,0,old
5,None,Maison,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,4,0,old
6,Antwerpen,Appartement,None,515000.0,notariale,4,138,0,0,0,True,68,0,None,None,None,2,0,None
7,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
8,None,Appartement,None,None,notariale,0,None,0,0,0,None,None,0,None,None,None,2,0,None
9,Antwerpen,Appartement,None,385000.0,notariale,4,110,0,0,0,None,None,0,None,None,None,2,0,None
0,Antwerpen,Appartement,None,454000,notariale,5,16,0,0,0,True,89,0,None,None,None,2,0,None
1,Booischot,Appartement,None,275000,notariale,5,93,0,0,0,True,3,0,None,None,None,3,0,old
2,Herentals,Appartement,None,242500,notariale,4,100,0,0,0,None,None,1,None,None,None,3,0,old
3,Sint-Amands,Maison,None,489000,notariale,6,200,0,0,0,None,None,1,None,None,833,3,0,old
4,Westmalle,Appartement,None,325000,notariale,4,112,0,0,0,True,12,0,None,None,None,3,0,None
5,Westmalle,Appartement,None,285000,notariale,4,100,0,0,0,True,12,0,None,None,None,2,0,None
6,Meerle,Appartement,None,267500,notariale,4,87,0,0,0,True,19,0,None,None,None,2,0,old
7,Meerle,Appartement,None,225000,notariale,3,74,0,0,0,True,12,0,None,None,1,2,0,old
8,Westmalle,Appartement,None,315000,notariale,4,112,0,0,0,True,12,0,None,None,None,3,0,None
9,Meerle,Appartement,None,335000,notariale,4,107,0,0,0,True,28,0,None,None,None,3,0,old
0,Berchem,Appartement,None,325000,notariale,5,115,0,0,0,True,50,0,None,None,None,None,0,None
1,Borgerhout,Appartement,None,209000,notariale,4,100,0,0,0,True,9,0,None,None,None,2,0,None
2,Meerhout,Appartement,App. rez-de-chaussée,230000,notariale,2,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Brasschaat,Maison,Villa,1465000,notariale,9,306,0,0,0,True,68,1,None,None,None,4,0,None
4,Boom,Appartement,Penthouse,241957,notariale,2,75,0,0,0,None,None,0,None,None,None,None,0,None
5,Antwerpen,Appartement,None,119000,notariale,1,40,0,0,0,None,None,0,None,None,None,2,0,None
6,Willebroek,Maison,None,445000,notariale,5,147,0,0,0,None,None,1,None,None,None,4,0,None
7,Antwerpen,Appartement,Studio,120000,notariale,3,49,0,0,0,None,None,0,None,None,None,2,0,None
8,None,Appartement,None,105000,notariale,3,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Sint-Katelijne-Waver,Maison,None,785000,notariale,8,407,0,0,0,None,None,1,None,None,None,4,0,None
0,Niel,Maison,None,375000,notariale,7,140,0,0,0,True,15,0,None,None,196,2,0,new
1,Mortsel,Appartement,None,365000,notariale,5,113,0,0,0,True,9,0,None,None,None,2,0,old
2,Edegem,Maison,None,289000,notariale,8,270,0,0,0,True,7,0,None,None,95,3,0,old
3,Antwerpen,Appartement,None,200000,notariale,1,20,0,0,0,True,40,0,None,None,94,2,0,old
4,Mechelen,Maison,None,310000,notariale,5,172,0,0,0,None,None,1,None,None,213,2,0,new
5,Heist-op-den-Berg,Appartement,None,245000,notariale,3,98,0,0,0,True,10,0,None,None,None,3,0,old
6,Antwerpen,Maison,None,289000,notariale,5,185,0,0,0,None,None,0,None,None,48,2,0,None
7,Mol,Maison,None,269000,notariale,0,180,0,0,0,None,None,1,None,None,265,None,0,None
8,Schoten,Appartement,Duplex,245000,notariale,5,258,0,0,0,True,25,0,None,None,303,2,0,old
9,Antwerpen,Appartement,None,159000,notariale,2,73,0,0,0,None,None,0,None,None,None,2,0,new
0,Hoogstraten,Appartement,App. rez-de-chaussée,297500,notariale,4,96,0,0,0,True,7,0,None,None,1,2,0,old
1,Hoogstraten,Appartement,None,287500,notariale,4,93,0,0,0,True,7,0,None,None,1,2,0,old
2,Wilrijk,Maison,None,489000,notariale,5,158,0,0,0,None,None,1,None,None,131,2,0,new
3,Sint-Katelijne-Waver,Maison,None,615000,notariale,7,230,0,0,0,True,18,1,102,218,320,3,0,old
4,Willebroek,Appartement,None,418000,notariale,4,75,0,0,0,True,6,1,None,None,None,None,0,new
5,Schilde,Appartement,Penthouse,649850,notariale,8,300,0,0,0,None,None,1,None,None,None,None,0,new
6,Merksplas,Maison,Villa,999000,notariale,8,750,0,0,0,None,None,1,440,298,738,4,0,old
7,Arendonk,Maison,None,339000,notariale,6,228,0,0,0,None,None,0,105,180,285,3,0,new
8,Bonheiden,Maison,Villa,795000,notariale,7,None,0,0,0,None,None,0,None,None,None,None,0,None
9,Antwerpen,Appartement,Penthouse,479000,notariale,5,70,0,0,0,True,23,0,None,None,None,None,0,None
0,None,Appartement,None,260000,notariale,6,183,0,0,0,None,None,0,None,None,160,None,0,old
1,Hove,Maison,None,439000,notariale,5,120,0,0,0,None,None,0,None,None,211,2,0,None
2,Deurne,Maison,None,329900,notariale,4,130,0,0,0,None,None,0,None,None,114,2,0,old
3,Deurne,Maison,None,269900,notariale,3,114,0,0,0,True,7,0,None,None,94,2,0,old
4,Antwerpen,Maison,Maison de ville,695000,notariale,6,None,0,0,0,None,None,1,None,None,None,2,0,old
5,Rijkevorsel,Appartement,None,289000,agence,3,None,0,0,0,None,None,0,None,None,393,2,0,old
6,None,Maison,Villa,190000,notariale,5,None,0,0,0,None,None,0,None,None,280,4,0,old
7,Lint,Maison,None,545000,notariale,5,180,0,0,0,True,27,1,None,None,53,3,0,old
8,Antwerpen,Maison,None,245000,notariale,5,141,0,0,0,None,None,1,None,None,161,2,0,old
9,Hemiksem,Appartement,None,229000,notariale,4,115,0,0,0,None,None,0,None,None,None,3,0,old
0,Herentals,Appartement,None,225000,notariale,3,102,0,0,0,None,None,0,None,None,None,None,0,old
1,Edegem,Appartement,None,194000,notariale,5,86,0,0,0,None,None,0,None,None,919,2,0,new
2,Antwerpen,Appartement,Studio,149000,notariale,2,48,0,1,0,None,None,0,None,None,None,2,0,None
3,Tongerlo,Appartement,None,229000,notariale,4,94,0,0,0,True,32,1,None,None,None,None,0,old
4,Deurne,Maison,Maison unifamiliale,375000,notariale,4,120,0,0,0,True,16,1,None,None,64,2,0,new
5,Heist-op-den-Berg,Appartement,None,223000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
6,Heist-op-den-Berg,Appartement,None,223000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
7,Heist-op-den-Berg,Appartement,None,237000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
8,Heist-op-den-Berg,Appartement,None,237000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
9,Heist-op-den-Berg,Appartement,None,237000,notariale,4,None,0,0,0,None,None,0,None,None,None,None,0,old
0,Antwerpen,Maison,None,389000,notariale,12,346,0,0,0,None,None,0,None,None,None,2,0,None
1,Antwerpen,Maison,None,520000,notariale,3,160,0,0,0,True,27,0,None,None,751,2,0,old
2,Niel,Maison,None,229000,notariale,3,147,0,0,0,None,None,0,None,None,174,2,0,old
3,Antwerpen,Appartement,None,575000,notariale,5,136,0,0,0,None,None,0,None,None,153,None,0,old
4,Antwerpen,Appartement,None,302000,notariale,3,71,0,0,0,None,None,0,None,None,80,None,0,old
5,Antwerpen,Appartement,None,399000,notariale,4,94,0,0,0,None,None,0,None,None,104,None,0,old
6,Lier,Maison,Maison de ville,535000,notariale,7,320,0,0,1,None,None,0,None,None,None,2,0,None
7,Borgerhout,Appartement,None,195000,notariale,3,103,0,0,0,True,13,0,None,None,None,2,0,None
8,Lille,Maison,Maison unifamiliale,349000,notariale,4,180,0,0,0,None,None,1,None,None,90,3,0,new
9,Turnhout,Maison,None,499000,notariale,7,230,0,0,0,None,None,1,160,620,780,4,0,old
0,Antwerpen,Appartement,None,241000,notariale,1,52,0,0,0,None,None,0,None,None,None,None,0,old
1,Antwerpen,Appartement,None,241000,notariale,1,52,0,0,0,None,None,0,None,None,None,None,0,old
2,Tisselt,Maison,None,245000,notariale,5,130,0,0,0,True,19,0,None,None,207,2,0,old
3,Tisselt,Maison,None,249000,notariale,7,180,0,0,0,None,None,0,None,None,204,None,0,old
4,Wilrijk,Maison,Usage mixte,638000,notariale,9,316,0,0,0,None,None,1,None,None,130,2,0,None
5,Antwerpen,Maison,None,649000,notariale,7,414,0,0,0,None,None,0,None,None,124,2,0,new
6,Geel,Appartement,Penthouse,275000,notariale,5,140,0,0,0,True,14,0,None,None,160,4,0,old
7,Antwerpen,Appartement,None,145000,notariale,1,50,0,0,0,None,None,0,None,None,None,2,0,None
8,Bonheiden,Appartement,None,379000,notariale,3,100,0,0,0,True,50,0,None,None,None,3,0,old
9,Duffel,Appartement,None,245000,notariale,3,50,0,0,0,True,31,0,None,None,None,None,0,old
0,Antwerpen,Appartement,Penthouse,1250000,notariale,6,200,0,0,0,True,25,0,None,None,64,4,0,new
1,Borsbeek,Appartement,None,251000,notariale,2,56,0,0,0,None,None,0,None,None,593,4,0,old
2,Laakdal,Appartement,None,196000,notariale,1,None,0,0,0,None,None,0,None,None,None,None,0,None
3,Mortsel,Appartement,None,167000,notariale,2,64,0,0,0,None,None,0,None,None,None,None,0,new
4,Deurne,Maison,Maison deux facades,259000,notariale,4,94,0,0,0,True,57,0,None,None,60,2,0,new
5,Hemiksem,Maison,None,155000,notariale,6,165,0,0,0,None,None,1,None,None,292,3,0,None
6,Herentals,Appartement,None,219000,notariale,5,10,0,0,0,True,10,0,None,None,None,4,0,old
7,Olen,Appartement,None,244000,notariale,3,10,0,0,0,True,20,0,None,None,None,2,0,old
8,Olen,Appartement,App. rez-de-chaussée,239000,notariale,3,10,0,0,0,True,20,0,None,None,None,2,0,old
9,Geel,Maison,Usage mixte,289000,notariale,6,65,0,0,0,None,None,1,None,None,463,4,0,old
0,Berlaar,Appartement,Duplex,219000,notariale,5,78,0,0,0,True,4,0,None,None,None,3,0,old
1,Stabroek,Maison,Bel-étage,350000,notariale,5,276,0,0,0,None,None,0,None,None,194,2,0,old
2,Balen,Appartement,None,199000,notariale,4,106,0,0,0,True,18,0,None,None,None,None,0,old
3,Beerzel,Appartement,None,348900,notariale,4,None,0,0,0,None,None,0,None,None,109,2,0,old
4,Beerzel,Appartement,None,325500,notariale,4,None,0,0,0,None,None,0,None,None,109,2,0,old
5,Beerzel,Appartement,None,333000,notariale,4,None,0,0,0,None,None,0,None,None,109,2,0,old
6,Beerzel,Appartement,None,325200,notariale,4,None,0,0,0,None,None,0,None,None,109,2,0,old
7,Westerlo,Maison,None,412000,notariale,5,200,0,0,0,None,None,0,None,None,765,4,0,old
